river,n_cell,value,sd,measure,buffer,year,source
Nikanbetsu,125,2.325946953,0.335204587,chr_a,50km,2017,modis
Utabetsu,67,2.283269037,0.408769137,chr_a,50km,2017,modis
Nishibetsu,267,3.070849403,1.31605056,chr_a,50km,2018,modis
Onnebetsu,298,1.984296174,0.910926139,chr_a,50km,2018,modis
Okushibetsu,15,2.377805193,1.190781624,chr_a,50km,2018,modis
Yamubetsu,35,1.751815895,0.31849719,chr_a,50km,2018,modis
Horonai,248,1.67116251,0.456319453,chr_a,50km,2018,modis
Shimonaefutoro,343,1.034507618,0.369606215,chr_a,50km,2018,modis
Masuhoro,100,0.79417861,0.21077653,chr_a,50km,2018,modis
Nobusha,223,1.019082897,0.925623585,chr_a,50km,2018,modis
Shokanbetsu,29,1.138157715,1.16286906,chr_a,50km,2018,modis
Atsuta,104,1.786752356,1.630277636,chr_a,50km,2018,modis
Shakotan,355,0.517288668,0.095056227,chr_a,50km,2018,modis
Yobetsu,43,0.587932415,0.088885784,chr_a,50km,2018,modis
Furuu,34,0.624730591,0.143842417,chr_a,50km,2018,modis
Tomari,191,0.680165853,0.239832557,chr_a,50km,2018,modis
Chihase,23,0.557669539,0.059701307,chr_a,50km,2018,modis
Sukki,99,0.544822871,0.152796062,chr_a,50km,2018,modis
Toshibetsu,74,0.58096189,0.210685306,chr_a,50km,2018,modis
Futoro,20,0.796598211,1.133988326,chr_a,50km,2018,modis
Usubetsu,89,0.461211551,0.155815204,chr_a,50km,2018,modis
Kenichi,37,0.697795054,0.341217155,chr_a,50km,2018,modis
Toppu,26,0.69530461,0.367021095,chr_a,50km,2018,modis
Hime,7,1.032927198,0.881884682,chr_a,50km,2018,modis
Ishizaki,170,0.47627518,0.222725869,chr_a,50km,2018,modis
Ookamotsu,109,0.508418848,0.113400549,chr_a,50km,2018,modis
Kokamotsu,10,0.547259709,0.129410486,chr_a,50km,2018,modis
Mogusa,18,0.556309683,0.079262062,chr_a,50km,2018,modis
Oyobe,46,0.608299879,0.170657046,chr_a,50km,2018,modis
Shiotomari,245,0.739113552,0.223205119,chr_a,50km,2018,modis
Haraki,80,0.730682869,0.09731201,chr_a,50km,2018,modis
Hidakahorobetsu,268,2.000374572,0.622435625,chr_a,50km,2018,modis
Nikanbetsu,125,2.887299077,0.56155245,chr_a,50km,2018,modis
Utabetsu,67,2.561481631,0.409510894,chr_a,50km,2018,modis
Nishibetsu,270,3.275039459,1.956306257,chr_a,50km,2019,modis
Onnebetsu,296,1.629512269,0.547820483,chr_a,50km,2019,modis
Okushibetsu,12,2.187134326,0.30231014,chr_a,50km,2019,modis
Yamubetsu,35,2.097022693,0.525170089,chr_a,50km,2019,modis
Horonai,249,1.347023403,0.270635149,chr_a,50km,2019,modis
Shimonaefutoro,343,1.160328136,0.219676431,chr_a,50km,2019,modis
Masuhoro,100,0.9860511,0.194098284,chr_a,50km,2019,modis
Nobusha,225,1.155192188,0.560193109,chr_a,50km,2019,modis
Shokanbetsu,29,1.374921961,1.103553582,chr_a,50km,2019,modis
Atsuta,105,2.135915375,1.869346502,chr_a,50km,2019,modis
Shakotan,356,0.748199333,0.152625573,chr_a,50km,2019,modis
Yobetsu,43,0.722494845,0.127079137,chr_a,50km,2019,modis
Furuu,35,0.62484976,0.122114372,chr_a,50km,2019,modis
Tomari,192,0.918240107,0.509778674,chr_a,50km,2019,modis
Chihase,23,0.828198482,0.099430991,chr_a,50km,2019,modis
Sukki,99,0.821275528,0.154440356,chr_a,50km,2019,modis
Toshibetsu,72,0.709788976,0.255775793,chr_a,50km,2019,modis
Futoro,20,0.824524382,0.372601646,chr_a,50km,2019,modis
Usubetsu,89,0.674162224,0.273760435,chr_a,50km,2019,modis
Kenichi,37,0.936877758,0.354809972,chr_a,50km,2019,modis
Toppu,27,1.279351934,1.950949749,chr_a,50km,2019,modis
Hime,7,0.83243915,0.289006692,chr_a,50km,2019,modis
Ishizaki,170,0.513337518,0.104516832,chr_a,50km,2019,modis
Ookamotsu,109,0.506247628,0.074767845,chr_a,50km,2019,modis
Kokamotsu,10,0.559270146,0.071058363,chr_a,50km,2019,modis
Mogusa,18,0.537318046,0.156808099,chr_a,50km,2019,modis
Oyobe,46,0.57876069,0.165297924,chr_a,50km,2019,modis
Shiotomari,244,0.936871518,0.489127739,chr_a,50km,2019,modis
Haraki,81,0.882830721,0.35808741,chr_a,50km,2019,modis
Hidakahorobetsu,269,1.509607481,0.515931237,chr_a,50km,2019,modis
Nikanbetsu,125,1.895010062,0.298564899,chr_a,50km,2019,modis
Utabetsu,67,1.785499681,0.289796395,chr_a,50km,2019,modis
Nishibetsu,273,3.211867236,1.602669575,chr_a,50km,2020,modis
Onnebetsu,296,1.235149799,0.532089048,chr_a,50km,2020,modis
Okushibetsu,15,1.488188557,0.858696728,chr_a,50km,2020,modis
Yamubetsu,34,1.005878277,0.096879017,chr_a,50km,2020,modis
Horonai,249,0.993969033,0.148066902,chr_a,50km,2020,modis
Shimonaefutoro,343,0.828327861,0.280286058,chr_a,50km,2020,modis
Masuhoro,100,0.812199094,0.200081948,chr_a,50km,2020,modis
Nobusha,222,0.772319191,0.225109935,chr_a,50km,2020,modis
Shokanbetsu,29,1.004881191,0.702065858,chr_a,50km,2020,modis
Atsuta,105,1.650994191,1.027778265,chr_a,50km,2020,modis
Shakotan,353,0.714894467,0.145682577,chr_a,50km,2020,modis
Yobetsu,43,0.619325812,0.110232121,chr_a,50km,2020,modis
Furuu,35,0.688379485,0.133069583,chr_a,50km,2020,modis
Tomari,190,0.831736969,0.291955944,chr_a,50km,2020,modis
Chihase,23,0.813755344,0.152533659,chr_a,50km,2020,modis
Sukki,99,0.794821752,0.182843807,chr_a,50km,2020,modis
Toshibetsu,72,0.992009246,0.35516562,chr_a,50km,2020,modis
Futoro,20,1.019316131,0.433808608,chr_a,50km,2020,modis
Usubetsu,92,0.936325397,0.305959187,chr_a,50km,2020,modis
Kenichi,37,0.814466665,0.134720758,chr_a,50km,2020,modis
Toppu,26,0.829767262,0.277257096,chr_a,50km,2020,modis
Hime,7,0.914844547,0.370984963,chr_a,50km,2020,modis
Ishizaki,169,0.696351578,0.153598611,chr_a,50km,2020,modis
Ookamotsu,108,0.67435212,0.103812991,chr_a,50km,2020,modis
Kokamotsu,9,0.786550555,0.097969034,chr_a,50km,2020,modis
Mogusa,18,0.740848372,0.125890148,chr_a,50km,2020,modis
Oyobe,46,0.833952261,0.272614593,chr_a,50km,2020,modis
Shiotomari,245,0.933644477,0.330636148,chr_a,50km,2020,modis
Haraki,80,1.099778672,0.304457975,chr_a,50km,2020,modis
Hidakahorobetsu,270,2.280541497,1.227527598,chr_a,50km,2020,modis
Nikanbetsu,125,2.210865797,0.461830214,chr_a,50km,2020,modis
Utabetsu,67,1.83908744,0.288334975,chr_a,50km,2020,modis
