river,river_id,mean,sd,2.5%,50%,97.5%,Rhat,n.eff,mcmc_iter,n_thin,n_burn,species,param,param_id,year_id
atsuta,1,-0.0025099690066851853,0.06299920431679418,-0.12671834999999998,-0.0043802500000000005,0.12780532499999925,1,4546,95000,50,5000,Cottus_spp,log_r_mean[1],log_r_mean,NA
atsuta,1,1.4470036928333334,0.6238236537763727,0.523853775,1.344815,2.9037857499999986,1,1315,95000,50,5000,Cottus_spp,sigma_eps_r[1],sigma_eps_r,NA
atsuta,1,-7.177858718518518,1.0854727366225418,-9.4290835,-7.15379,-5.1138442500000005,1,2424,95000,50,5000,Cottus_spp,"log_d_mean[1,1]",log_d_mean,1
atsuta,1,-8.253258281481482,1.381741578511004,-11.297744999999999,-8.131615,-5.906086000000002,1,1782,95000,50,5000,Cottus_spp,"log_d_mean[2,1]",log_d_mean,2
atsuta,1,-8.217697355555556,1.2733408213486308,-11.015297499999999,-8.117745,-6.049311000000002,1,2118,95000,50,5000,Cottus_spp,"log_d_mean[3,1]",log_d_mean,3
atsuta,1,-5.953867648148148,0.8839537012295478,-7.715801249999999,-5.964415,-4.197033500000001,1,3343,95000,50,5000,Cottus_spp,"log_d_mean[4,1]",log_d_mean,4
atsuta,1,-6.1308836518518515,0.9470580371441032,-8.03021075,-6.125484999999999,-4.268051750000001,1,3688,95000,50,5000,Cottus_spp,"log_d_mean[5,1]",log_d_mean,5
atsuta,1,-7.699710998148148,1.3911751301322242,-10.729610000000001,-7.58263,-5.306683500000001,1,2409,95000,50,5000,Cottus_spp,"log_d_mean[6,1]",log_d_mean,6
atsuta,1,-8.265553485185185,1.5207453490490956,-11.72363,-8.10923,-5.746390500000001,1,1993,95000,50,5000,Cottus_spp,"log_d_mean[7,1]",log_d_mean,7
atsuta,1,-7.936934755555556,1.4072604433056612,-11.092914999999998,-7.810230000000001,-5.499301500000001,1,2232,95000,50,5000,Cottus_spp,"log_d_mean[8,1]",log_d_mean,8
atsuta,1,-6.4886236,1.0081064009666731,-8.4841565,-6.480685,-4.524561000000003,1,3841,95000,50,5000,Cottus_spp,"log_d_mean[9,1]",log_d_mean,9
atsuta,1,-6.935008377777778,1.0483931955117107,-9.083202,-6.89593,-4.950744,1,3747,95000,50,5000,Cottus_spp,"log_d_mean[10,1]",log_d_mean,10
atsuta,1,-8.403186512962963,1.2618629593831219,-11.127555,-8.29957,-6.176766000000002,1,2523,95000,50,5000,Cottus_spp,"log_d_mean[11,1]",log_d_mean,11
atsuta,1,-7.210194735185185,1.144712078552491,-9.5941975,-7.175955,-5.059405250000001,1,3668,95000,50,5000,Cottus_spp,"log_d_mean[12,1]",log_d_mean,12
atsuta,1,-6.5182747296296295,1.0794101060909196,-8.6572135,-6.524005,-4.405541250000002,1,3675,95000,50,5000,Cottus_spp,"log_d_mean[13,1]",log_d_mean,13
atsuta,1,-7.371770662962963,1.2330875634918816,-10.0234225,-7.286,-5.194176750000003,1,3136,95000,50,5000,Cottus_spp,"log_d_mean[14,1]",log_d_mean,14
atsuta,1,-6.101354988888889,1.0047074971118,-8.099020249999999,-6.0867000000000004,-4.164149000000002,1,3652,95000,50,5000,Cottus_spp,"log_d_mean[15,1]",log_d_mean,15
atsuta,1,-6.320870842592592,0.9529866561353544,-8.22860725,-6.32824,-4.40750425,1,3812,95000,50,5000,Cottus_spp,"log_d_mean[16,1]",log_d_mean,16
atsuta,1,-6.386998309259259,0.9888906413684393,-8.40426725,-6.3797,-4.469703500000001,1,3897,95000,50,5000,Cottus_spp,"log_d_mean[17,1]",log_d_mean,17
atsuta,1,-5.382601081481481,0.9114712466984599,-7.20795125,-5.386369999999999,-3.5821257500000003,1,3484,95000,50,5000,Cottus_spp,"log_d_mean[18,1]",log_d_mean,18
chihase,2,-2.1506338574629638e-4,0.0586951934788185,-0.117820275,-3.308865e-4,0.1133339999999999,1,4284,95000,50,5000,Cottus_spp,log_r_mean[2],log_r_mean,NA
chihase,2,0.7892264401815555,0.7549572841541894,0.02147956,0.5651215,2.847083249999997,1.01,685,95000,50,5000,Cottus_spp,sigma_eps_r[2],sigma_eps_r,NA
chihase,2,-4.991612030548889,1.95662178185305,-8.504165750000002,-5.151345,-0.5197195000000016,1,1269,95000,50,5000,Cottus_spp,"log_d_mean[1,2]",log_d_mean,1
chihase,2,-5.418265323251852,1.7946989332471461,-8.93236525,-5.435715,-1.7549480000000006,1,1905,95000,50,5000,Cottus_spp,"log_d_mean[2,2]",log_d_mean,2
chihase,2,-5.886058862962963,1.7724024483849115,-9.7575215,-5.765995,-2.7227510000000037,1,2297,95000,50,5000,Cottus_spp,"log_d_mean[3,2]",log_d_mean,3
chihase,2,-6.307546752222223,1.8292915533966032,-10.468595,-6.121765,-3.2485117500000027,1,1798,95000,50,5000,Cottus_spp,"log_d_mean[4,2]",log_d_mean,4
chihase,2,-6.002974495185185,1.8657693599316187,-10.3025925,-5.815315,-2.8614040000000007,1,1820,95000,50,5000,Cottus_spp,"log_d_mean[5,2]",log_d_mean,5
chihase,2,-5.6613369692777775,1.7547064669771126,-9.593784,-5.53387,-2.5335625000000035,1,2333,95000,50,5000,Cottus_spp,"log_d_mean[6,2]",log_d_mean,6
chihase,2,-5.351203110462963,1.6427936480312895,-8.839832500000002,-5.279845,-2.3860070000000015,1,2660,95000,50,5000,Cottus_spp,"log_d_mean[7,2]",log_d_mean,7
chihase,2,-4.987395574425926,1.3493652629387656,-7.64132725,-4.991605,-2.3718155000000007,1,3223,95000,50,5000,Cottus_spp,"log_d_mean[8,2]",log_d_mean,8
chihase,2,-5.2231821719629625,1.5404572332123785,-8.389131,-5.17684,-2.3014585,1,3187,95000,50,5000,Cottus_spp,"log_d_mean[9,2]",log_d_mean,9
chihase,2,-5.458652397777778,1.422193233391657,-8.340372499999999,-5.424445,-2.73418475,1,3195,95000,50,5000,Cottus_spp,"log_d_mean[10,2]",log_d_mean,10
chihase,2,-5.424800884629629,1.5658134614996657,-8.713784750000002,-5.366595,-2.49669925,1,3171,95000,50,5000,Cottus_spp,"log_d_mean[11,2]",log_d_mean,11
chihase,2,-5.420537175740741,1.4323829244676034,-8.309714,-5.37659,-2.6567905000000036,1,3158,95000,50,5000,Cottus_spp,"log_d_mean[12,2]",log_d_mean,12
chihase,2,-5.3162264867037035,1.6952404312681095,-8.89980675,-5.26283,-2.085507000000001,1,3441,95000,50,5000,Cottus_spp,"log_d_mean[13,2]",log_d_mean,13
chihase,2,-5.222515501892593,1.827040189239166,-9.039364249999998,-5.18338,-1.7524017500000009,1,3098,95000,50,5000,Cottus_spp,"log_d_mean[14,2]",log_d_mean,14
chihase,2,-5.117549653962963,1.7942920333118577,-8.9102515,-5.092935,-1.6864515000000027,1,3508,95000,50,5000,Cottus_spp,"log_d_mean[15,2]",log_d_mean,15
chihase,2,-5.024160230694444,1.6676656986942306,-8.3902707499999991,-5.0094900000000004,-1.8059487500000004,1,3511,95000,50,5000,Cottus_spp,"log_d_mean[16,2]",log_d_mean,16
chihase,2,-4.952282239037037,1.3714199663576059,-7.71221875,-4.95221,-2.2679155,1,3231,95000,50,5000,Cottus_spp,"log_d_mean[17,2]",log_d_mean,17
chihase,2,-4.955387070777777,1.7608002512515226,-8.49113175,-4.931585,-1.6021667500000023,1,4072,95000,50,5000,Cottus_spp,"log_d_mean[18,2]",log_d_mean,18
furuu,3,-0.0038557231686674074,0.060011293036308595,-0.12874124999999997,-0.0044586,0.11886119999999994,1,4327,95000,50,5000,Cottus_spp,log_r_mean[3],log_r_mean,NA
furuu,3,1.0147348544814814,0.5078484853188127,0.37084177500000004,0.9050685,2.294501999999997,1.05,782,95000,50,5000,Cottus_spp,sigma_eps_r[3],sigma_eps_r,NA
furuu,3,-4.212793663148148,0.81528249350963,-5.783844,-4.22148,-2.58221575,1,1563,95000,50,5000,Cottus_spp,"log_d_mean[1,3]",log_d_mean,1
furuu,3,-4.698813898592593,1.332658583373302,-7.5410505,-4.66557,-2.131501000000001,1.01,1593,95000,50,5000,Cottus_spp,"log_d_mean[2,3]",log_d_mean,2
furuu,3,-5.177440829111111,1.5797438027643005,-8.70418425,-5.10283,-2.2879785000000026,1.01,1685,95000,50,5000,Cottus_spp,"log_d_mean[3,3]",log_d_mean,3
furuu,3,-5.6859535903888885,1.657591007388926,-9.39162975,-5.56721,-2.7379502500000017,1,1711,95000,50,5000,Cottus_spp,"log_d_mean[4,3]",log_d_mean,4
furuu,3,-6.182477684,1.6328715655218935,-9.7885535,-6.026755,-3.514823000000002,1.02,1316,95000,50,5000,Cottus_spp,"log_d_mean[5,3]",log_d_mean,5
furuu,3,-6.670960505555556,1.4614363799479348,-9.98161075,-6.516075,-4.365076999999999,1.04,1143,95000,50,5000,Cottus_spp,"log_d_mean[6,3]",log_d_mean,6
furuu,3,-5.837493405555556,1.331074111976757,-8.84551025,-5.747450000000001,-3.4967862500000004,1.01,1455,95000,50,5000,Cottus_spp,"log_d_mean[7,3]",log_d_mean,7
furuu,3,-4.999420235185185,0.8677193152718838,-6.69991275,-5.01418,-3.289671000000001,1,1839,95000,50,5000,Cottus_spp,"log_d_mean[8,3]",log_d_mean,8
furuu,3,-4.932622334388889,1.162126587811202,-7.2232275,-4.932405,-2.66928925,1.01,1759,95000,50,5000,Cottus_spp,"log_d_mean[9,3]",log_d_mean,9
furuu,3,-4.847221464814814,0.8564899273716817,-6.51432975,-4.83995,-3.151795000000001,1,1747,95000,50,5000,Cottus_spp,"log_d_mean[10,3]",log_d_mean,10
furuu,3,-5.264253477037037,1.1642587019305561,-7.5893505,-5.2580100000000005,-2.9880307500000014,1.01,2208,95000,50,5000,Cottus_spp,"log_d_mean[11,3]",log_d_mean,11
furuu,3,-5.694553433333334,0.9724464917216866,-7.64152575,-5.68005,-3.8068992500000025,1,1972,95000,50,5000,Cottus_spp,"log_d_mean[12,3]",log_d_mean,12
furuu,3,-5.568221997944445,1.1886872837657187,-7.981171,-5.532349999999999,-3.2227120000000014,1,2105,95000,50,5000,Cottus_spp,"log_d_mean[13,3]",log_d_mean,13
furuu,3,-5.4271627148148145,0.8804774899271112,-7.107869,-5.4342299999999994,-3.687961750000001,1,1722,95000,50,5000,Cottus_spp,"log_d_mean[14,3]",log_d_mean,14
furuu,3,-4.443563134259259,0.900123965033473,-6.19259925,-4.43722,-2.6518832500000005,1,2065,95000,50,5000,Cottus_spp,"log_d_mean[15,3]",log_d_mean,15
furuu,3,-4.2279908844259255,1.275600885424299,-6.610924,-4.25162,-1.6657872500000004,1.01,2417,95000,50,5000,Cottus_spp,"log_d_mean[16,3]",log_d_mean,16
furuu,3,-4.005444011018518,1.2578471474981516,-6.47855475,-4.019375,-1.466585000000007,1.01,2353,95000,50,5000,Cottus_spp,"log_d_mean[17,3]",log_d_mean,17
furuu,3,-3.793741175740741,0.8459008656956476,-5.41722675,-3.8029349999999997,-2.1052075,1,1828,95000,50,5000,Cottus_spp,"log_d_mean[18,3]",log_d_mean,18
futoro,4,1.583260434333333e-4,0.05993361793881003,-0.11510247500000001,-0.002207585,0.12867272499999985,1.01,3786,95000,50,5000,Cottus_spp,log_r_mean[4],log_r_mean,NA
futoro,4,0.78626374796296294,0.39923061754733424,0.287874375,0.690665,1.7936342499999984,1.04,663,95000,50,5000,Cottus_spp,sigma_eps_r[4],sigma_eps_r,NA
futoro,4,-3.78356663635,1.5936746214975517,-6.80647575,-3.85114,-0.4903380000000065,1.01,475,95000,50,5000,Cottus_spp,"log_d_mean[1,4]",log_d_mean,1
futoro,4,-4.0299317312129626,1.4644198978303307,-6.884176249999999,-4.058175,-1.14616675,1.01,671,95000,50,5000,Cottus_spp,"log_d_mean[2,4]",log_d_mean,2
futoro,4,-4.226956307225926,1.3037829520276032,-6.795302500000001,-4.24056,-1.7232015000000005,1.01,756,95000,50,5000,Cottus_spp,"log_d_mean[3,4]",log_d_mean,3
futoro,4,-4.464625311481481,1.0737999738965953,-6.597033,-4.462175,-2.324453,1.01,1072,95000,50,5000,Cottus_spp,"log_d_mean[4,4]",log_d_mean,4
futoro,4,-4.371089577740741,1.3140018868704686,-6.949759749999999,-4.349545,-1.7932100000000006,1,1036,95000,50,5000,Cottus_spp,"log_d_mean[5,4]",log_d_mean,5
futoro,4,-4.258847520925926,1.319220790876161,-6.86436625,-4.251835,-1.6813717500000005,1,1143,95000,50,5000,Cottus_spp,"log_d_mean[6,4]",log_d_mean,6
futoro,4,-4.241222461981481,1.27396988642119,-6.7930565,-4.209065000000001,-1.8126502500000004,1.01,1167,95000,50,5000,Cottus_spp,"log_d_mean[7,4]",log_d_mean,7
futoro,4,-4.187041566111111,1.0164758209859455,-6.163782,-4.198455,-2.149260000000001,1.01,1180,95000,50,5000,Cottus_spp,"log_d_mean[8,4]",log_d_mean,8
futoro,4,-3.884979690296296,1.1764773224198986,-6.2308217500000005,-3.868455,-1.653779000000001,1.02,1161,95000,50,5000,Cottus_spp,"log_d_mean[9,4]",log_d_mean,9
futoro,4,-3.5061937562962964,1.0040623913118092,-5.466618,-3.522535,-1.4875877500000008,1.01,1174,95000,50,5000,Cottus_spp,"log_d_mean[10,4]",log_d_mean,10
futoro,4,-4.059088269116111,1.1694861168260768,-6.33943625,-4.05719,-1.7414247500000017,1.01,1348,95000,50,5000,Cottus_spp,"log_d_mean[11,4]",log_d_mean,11
futoro,4,-4.645274959259259,1.05201183718995,-6.7147075,-4.658245,-2.5423895000000005,1.01,1177,95000,50,5000,Cottus_spp,"log_d_mean[12,4]",log_d_mean,12
futoro,4,-4.157251957407407,1.1783036165561498,-6.486155,-4.17457,-1.8620062500000014,1.01,1297,95000,50,5000,Cottus_spp,"log_d_mean[13,4]",log_d_mean,13
futoro,4,-3.697919067037037,1.0091694478240019,-5.68529375,-3.717505,-1.7033592500000059,1.01,1122,95000,50,5000,Cottus_spp,"log_d_mean[14,4]",log_d_mean,14
futoro,4,-3.4565984438333333,1.2476426724555765,-5.89520075,-3.4519599999999997,-0.9996586000000032,1.01,1563,95000,50,5000,Cottus_spp,"log_d_mean[15,4]",log_d_mean,15
futoro,4,-3.2444059495185185,1.2326663434216603,-5.6809935000000005,-3.246455,-0.8149363000000001,1.01,1542,95000,50,5000,Cottus_spp,"log_d_mean[16,4]",log_d_mean,16
futoro,4,-3.0280943728092593,1.0224305497081223,-4.978307249999999,-3.047675,-0.9727990750000018,1.01,1304,95000,50,5000,Cottus_spp,"log_d_mean[17,4]",log_d_mean,17
futoro,4,-3.032201414537037,1.3588014114029643,-5.792914,-3.024635,-0.33281215000000225,1.01,1834,95000,50,5000,Cottus_spp,"log_d_mean[18,4]",log_d_mean,18
haraki,5,-0.0163382624357,0.06033591002332185,-0.15302795,-0.01217515,0.08997011999999995,1,4554,95000,50,5000,Cottus_spp,log_r_mean[5],log_r_mean,NA
haraki,5,0.7310959938144445,0.5234355380330278,0.041316744999999995,0.6336525,2.0327244999999996,1,2191,95000,50,5000,Cottus_spp,sigma_eps_r[5],sigma_eps_r,NA
haraki,5,-3.034004890337037,1.7603866568001265,-6.2942,-3.15053,0.8704824499999959,1,2195,95000,50,5000,Cottus_spp,"log_d_mean[1,5]",log_d_mean,1
haraki,5,-3.230955319288889,1.6340927623933685,-6.31963075,-3.276825,0.3004125249999991,1,2518,95000,50,5000,Cottus_spp,"log_d_mean[2,5]",log_d_mean,2
haraki,5,-3.4203262088203705,1.4804971253990695,-6.28557725,-3.4446950000000003,-0.4280075250000009,1,3163,95000,50,5000,Cottus_spp,"log_d_mean[3,5]",log_d_mean,3
haraki,5,-3.6316590160555555,1.2452481594959173,-6.178744249999999,-3.616285,-1.229314750000001,1,3728,95000,50,5000,Cottus_spp,"log_d_mean[4,5]",log_d_mean,4
haraki,5,-3.948074251674074,1.4394339917329728,-6.7899312499999995,-3.913735,-1.0908862500000058,1,3769,95000,50,5000,Cottus_spp,"log_d_mean[5,5]",log_d_mean,5
haraki,5,-4.26254342972963,1.4664455205536728,-7.24021225,-4.199725,-1.4109005000000008,1,3973,95000,50,5000,Cottus_spp,"log_d_mean[6,5]",log_d_mean,6
haraki,5,-4.595302115555556,1.328152479200811,-7.24431575,-4.559735,-2.046192250000003,1,3975,95000,50,5000,Cottus_spp,"log_d_mean[7,5]",log_d_mean,7
haraki,5,-4.616113101205555,1.4458482227067193,-7.58693,-4.55871,-1.9039917500000014,1,3924,95000,50,5000,Cottus_spp,"log_d_mean[8,5]",log_d_mean,8
haraki,5,-4.633273463444445,1.3676019687773744,-7.484788,-4.57822,-2.021117000000001,1,3825,95000,50,5000,Cottus_spp,"log_d_mean[9,5]",log_d_mean,9
haraki,5,-4.206447898407408,1.4076403758321403,-7.02893125,-4.172025,-1.5352250000000027,1,4126,95000,50,5000,Cottus_spp,"log_d_mean[10,5]",log_d_mean,10
haraki,5,-3.787564376125926,1.2733777939912738,-6.337706250000001,-3.78535,-1.3189330000000004,1,3734,95000,50,5000,Cottus_spp,"log_d_mean[11,5]",log_d_mean,11
haraki,5,-4.021909376685185,1.4067344669339115,-6.815505749999999,-4.01692,-1.2492740000000033,1,4035,95000,50,5000,Cottus_spp,"log_d_mean[12,5]",log_d_mean,12
haraki,5,-4.221609613587037,1.312982961445658,-6.85057225,-4.200585,-1.667837,1,3888,95000,50,5000,Cottus_spp,"log_d_mean[13,5]",log_d_mean,13
haraki,5,-4.466172441970371,1.4953929819252627,-7.540818750000001,-4.43327,-1.5910407500000017,1,4219,95000,50,5000,Cottus_spp,"log_d_mean[14,5]",log_d_mean,14
haraki,5,-4.689249851685185,1.5180564021056115,-7.794613750000001,-4.6633949999999995,-1.8109412500000008,1,4355,95000,50,5000,Cottus_spp,"log_d_mean[15,5]",log_d_mean,15
haraki,5,-4.92532316925926,1.4549692751976244,-7.8362285,-4.886835,-2.145838500000003,1,4165,95000,50,5000,Cottus_spp,"log_d_mean[16,5]",log_d_mean,16
haraki,5,-4.933042165333333,1.7281601214204334,-8.457370249999999,-4.87389,-1.7373080000000005,1,4432,95000,50,5000,Cottus_spp,"log_d_mean[17,5]",log_d_mean,17
haraki,5,-4.930302344753704,1.9317495253340604,-9.00524225,-4.8679749999999995,-1.3520062500000039,1,4749,95000,50,5000,Cottus_spp,"log_d_mean[18,5]",log_d_mean,18
horonai,6,0.007978865398556852,0.06192957966637271,-0.107870825,0.0045397549999999995,0.14235597499999977,1,2538,95000,50,5000,Cottus_spp,log_r_mean[6],log_r_mean,NA
horonai,6,0.7769617612312963,0.7058024064435677,0.023421367499999998,0.5992975,2.69917875,1.02,647,95000,50,5000,Cottus_spp,sigma_eps_r[6],sigma_eps_r,NA
horonai,6,-4.71756912965474,1.814989550698642,-8.1846365,-4.76405,-0.8849154500000008,1,2566,95000,50,5000,Cottus_spp,"log_d_mean[1,6]",log_d_mean,1
horonai,6,-5.07333492262963,1.7390085726648399,-8.65529975,-5.025510000000001,-1.7746170000000001,1,3560,95000,50,5000,Cottus_spp,"log_d_mean[2,6]",log_d_mean,2
horonai,6,-5.46128701637037,1.788855473160909,-9.29231575,-5.32195,-2.387626750000003,1,2338,95000,50,5000,Cottus_spp,"log_d_mean[3,6]",log_d_mean,3
horonai,6,-5.511638074814814,1.9316048674292479,-9.847441,-5.329605,-2.2329542500000024,1,1914,95000,50,5000,Cottus_spp,"log_d_mean[4,6]",log_d_mean,4
horonai,6,-5.593299390574074,2.0227292515279376,-10.38578,-5.379955000000001,-2.3498277500000007,1.01,1832,95000,50,5000,Cottus_spp,"log_d_mean[5,6]",log_d_mean,5
horonai,6,-5.642539277777778,1.9718153309319992,-10.294415,-5.43615,-2.4502875,1.01,1498,95000,50,5000,Cottus_spp,"log_d_mean[6,6]",log_d_mean,6
horonai,6,-5.562858085370371,1.9798895679181308,-10.21974,-5.35419,-2.3758577500000007,1.01,1382,95000,50,5000,Cottus_spp,"log_d_mean[7,6]",log_d_mean,7
horonai,6,-5.434154825925926,1.8555259224940166,-9.857833000000001,-5.275995,-2.36216825,1,1676,95000,50,5000,Cottus_spp,"log_d_mean[8,6]",log_d_mean,8
horonai,6,-5.093812857962963,1.6809381664852168,-8.82820425,-5.011655,-2.1187567500000037,1,2935,95000,50,5000,Cottus_spp,"log_d_mean[9,6]",log_d_mean,9
horonai,6,-4.783865802407408,1.436534027127297,-7.723314,-4.768185,-2.040418000000003,1,4128,95000,50,5000,Cottus_spp,"log_d_mean[10,6]",log_d_mean,10
horonai,6,-4.653391744462963,1.5409530355899563,-7.770182999999999,-4.625705,-1.7135405000000015,1,4053,95000,50,5000,Cottus_spp,"log_d_mean[11,6]",log_d_mean,11
horonai,6,-4.457183893333333,1.3300300131896636,-7.070404250000001,-4.45336,-1.7776962500000022,1,4594,95000,50,5000,Cottus_spp,"log_d_mean[12,6]",log_d_mean,12
horonai,6,-4.495626363203704,1.492428649578855,-7.539175,-4.471435,-1.6387887500000013,1,4518,95000,50,5000,Cottus_spp,"log_d_mean[13,6]",log_d_mean,13
horonai,6,-4.5226271825925926,1.4015485986674063,-7.3015395,-4.508645,-1.8229267500000015,1,4173,95000,50,5000,Cottus_spp,"log_d_mean[14,6]",log_d_mean,14
horonai,6,-4.1819706748518515,1.5726788383729533,-7.34425825,-4.16268,-1.207953750000004,1,4304,95000,50,5000,Cottus_spp,"log_d_mean[15,6]",log_d_mean,15
horonai,6,-3.856928972314815,1.5583380232510742,-6.8818925,-3.8653399999999998,-0.7925595500000007,1,4708,95000,50,5000,Cottus_spp,"log_d_mean[16,6]",log_d_mean,16
horonai,6,-3.537580896444815,1.3118618254432282,-6.097365249999999,-3.54102,-0.9411754500000007,1,4762,95000,50,5000,Cottus_spp,"log_d_mean[17,6]",log_d_mean,17
horonai,6,-3.5123585027740742,1.6723283778195694,-6.748127,-3.55016,-0.21093702500000283,1,4940,95000,50,5000,Cottus_spp,"log_d_mean[18,6]",log_d_mean,18
ishizaki,7,-0.012690472642157407,0.0655540205636757,-0.16051645000000003,-0.008826945,0.10771574999999989,1,4504,95000,50,5000,Cottus_spp,log_r_mean[7],log_r_mean,NA
ishizaki,7,1.5306015355555556,0.5624797794527637,0.771479425,1.42255,2.9490524999999987,1,682,95000,50,5000,Cottus_spp,sigma_eps_r[7],sigma_eps_r,NA
ishizaki,7,-3.2763915615555557,0.8702539261285717,-4.96874825,-3.281115,-1.5467655000000005,1,804,95000,50,5000,Cottus_spp,"log_d_mean[1,7]",log_d_mean,1
ishizaki,7,-3.6670688632703703,1.680191593685297,-6.8015187500000005,-3.68849,-0.1684574750000027,1.01,600,95000,50,5000,Cottus_spp,"log_d_mean[2,7]",log_d_mean,2
ishizaki,7,-4.098838838683333,1.798307172031876,-7.5520095,-4.147410000000001,-0.3146962750000022,1,624,95000,50,5000,Cottus_spp,"log_d_mean[3,7]",log_d_mean,3
ishizaki,7,-4.66547874352037,1.6190967214442165,-7.8299667500000005,-4.6741150000000005,-1.3037485000000018,1,723,95000,50,5000,Cottus_spp,"log_d_mean[4,7]",log_d_mean,4
ishizaki,7,-5.13696052037037,0.9377864990629542,-6.941713249999999,-5.142945,-3.273366,1,949,95000,50,5000,Cottus_spp,"log_d_mean[5,7]",log_d_mean,5
ishizaki,7,-4.9521225858742595,1.6660684802328671,-8.15149725,-5.00498,-1.5505915000000074,1.01,670,95000,50,5000,Cottus_spp,"log_d_mean[6,7]",log_d_mean,6
ishizaki,7,-4.779892846918519,1.842783973843969,-8.30749775,-4.816190000000001,-1.1143132500000033,1.01,671,95000,50,5000,Cottus_spp,"log_d_mean[7,7]",log_d_mean,7
ishizaki,7,-4.620541591518519,1.6515484701505299,-7.9396087500000005,-4.602295,-1.3365125000000004,1,662,95000,50,5000,Cottus_spp,"log_d_mean[8,7]",log_d_mean,8
ishizaki,7,-4.460185415185185,0.89058065949356,-6.18944,-4.45359,-2.708003000000001,1,833,95000,50,5000,Cottus_spp,"log_d_mean[9,7]",log_d_mean,9
ishizaki,7,-5.140724681296296,1.4529204226011032,-8.14589225,-5.128909999999999,-2.3619830000000004,1,968,95000,50,5000,Cottus_spp,"log_d_mean[10,7]",log_d_mean,10
ishizaki,7,-5.68115980925926,0.9309177641753406,-7.467985,-5.67683,-3.87272925,1,943,95000,50,5000,Cottus_spp,"log_d_mean[11,7]",log_d_mean,11
ishizaki,7,-5.659591003703704,1.0396034985465257,-7.726406250000001,-5.648809999999999,-3.667743000000001,1,1017,95000,50,5000,Cottus_spp,"log_d_mean[12,7]",log_d_mean,12
ishizaki,7,-3.745153003,0.8747123072822063,-5.434629999999999,-3.7538650000000002,-1.9842455000000012,1,826,95000,50,5000,Cottus_spp,"log_d_mean[13,7]",log_d_mean,13
ishizaki,7,-4.721830976142592,1.6425690267052737,-8.010123749999998,-4.73937,-1.5607977500000072,1,2370,95000,50,5000,Cottus_spp,"log_d_mean[14,7]",log_d_mean,14
ishizaki,7,-5.686279274803704,1.888948782742523,-9.66897525,-5.662395,-2.1222317500000023,1,2678,95000,50,5000,Cottus_spp,"log_d_mean[15,7]",log_d_mean,15
ishizaki,7,-6.596997613703704,1.7906299375371917,-10.359074999999999,-6.54083,-3.126977250000001,1,2678,95000,50,5000,Cottus_spp,"log_d_mean[16,7]",log_d_mean,16
ishizaki,7,-7.564110033333334,1.2661440286779992,-10.26165,-7.513295,-5.188461500000001,1,1410,95000,50,5000,Cottus_spp,"log_d_mean[17,7]",log_d_mean,17
ishizaki,7,-7.621944203475926,2.1303206725236663,-12.17413,-7.54206,-3.6699094999999997,1,2885,95000,50,5000,Cottus_spp,"log_d_mean[18,7]",log_d_mean,18
kenichi,8,-0.007529004084925926,0.062019342279210875,-0.13933750000000003,-0.00626286,0.11579139999999989,1,4166,95000,50,5000,Cottus_spp,log_r_mean[8],log_r_mean,NA
kenichi,8,1.2510455112962964,0.3689633503971638,0.712629575,1.191055,2.1427834999999997,1.01,1339,95000,50,5000,Cottus_spp,sigma_eps_r[8],sigma_eps_r,NA
kenichi,8,-5.2790720888888885,0.8326141995209004,-6.95882075,-5.257135,-3.673304750000001,1.01,776,95000,50,5000,Cottus_spp,"log_d_mean[1,8]",log_d_mean,1
kenichi,8,-7.194879640740741,1.039445153459995,-9.34059225,-7.12519,-5.3468585,1.02,775,95000,50,5000,Cottus_spp,"log_d_mean[2,8]",log_d_mean,2
kenichi,8,-6.34794425,0.8765443419792185,-8.0870165,-6.33704,-4.666157250000001,1.01,1172,95000,50,5000,Cottus_spp,"log_d_mean[3,8]",log_d_mean,3
kenichi,8,-5.420712183333333,0.8257686827129626,-7.036135750000001,-5.42537,-3.8142167500000044,1,1094,95000,50,5000,Cottus_spp,"log_d_mean[4,8]",log_d_mean,4
kenichi,8,-4.738828537037037,0.7668342460237653,-6.2650042500000005,-4.7398050000000005,-3.23058525,1.01,1010,95000,50,5000,Cottus_spp,"log_d_mean[5,8]",log_d_mean,5
kenichi,8,-5.878502340740741,0.879693288452768,-7.64644875,-5.855505,-4.20080475,1,1074,95000,50,5000,Cottus_spp,"log_d_mean[6,8]",log_d_mean,6
kenichi,8,-5.1192833907407405,0.7788967872108582,-6.684,-5.11785,-3.5925375000000006,1.01,1083,95000,50,5000,Cottus_spp,"log_d_mean[7,8]",log_d_mean,7
kenichi,8,-3.5625495724074074,0.7335298349260937,-5.0128224999999995,-3.559195,-2.119605250000002,1.01,971,95000,50,5000,Cottus_spp,"log_d_mean[8,8]",log_d_mean,8
kenichi,8,-3.3596684401851853,0.7271663337776492,-4.7849752500000005,-3.35122,-1.9383480000000002,1.01,913,95000,50,5000,Cottus_spp,"log_d_mean[9,8]",log_d_mean,9
kenichi,8,-3.871611577222222,0.7420173497256963,-5.32902375,-3.859695,-2.4114887500000024,1.01,979,95000,50,5000,Cottus_spp,"log_d_mean[10,8]",log_d_mean,10
